Key,File,Type,UsedInMainMenu,NoTranslate,english
perkBetterBarterRank18Desc,progression,Perk,,,Saver Savant VIII
perkBetterBarterRank18LongDesc,progression,Perk,,,"Saver Savant VIII. 9%, sell prices +11.9%. Trader Stage +18."
perkBetterBarterRank19Desc,progression,Perk,,,Saver Savant IX
perkBetterBarterRank19LongDesc,progression,Perk,,,"Saver Savant IX. 3%, sell prices +12.3%. Trader Stage +19."
perkBetterBarterRank20Desc,progression,Perk,,,Saver Savant X
perkBetterBarterRank20LongDesc,progression,Perk,,,"Saver Savant X. 7%, sell prices +12.7%. Trader Stage +20."
perkBetterBarterRank21Desc,progression,Perk,,,Merchant I
perkBetterBarterRank21LongDesc,progression,Perk,,,"Merchant I. 1%, sell prices +13.1%. Trader Stage +21."
perkBetterBarterRank22Desc,progression,Perk,,,Merchant II
perkBetterBarterRank22LongDesc,progression,Perk,,,"Merchant II. 5%, sell prices +13.5%. Trader Stage +22."
perkBetterBarterRank23Desc,progression,Perk,,,Merchant III
perkBetterBarterRank23LongDesc,progression,Perk,,,"Merchant III. 9%, sell prices +13.9%. Trader Stage +23."
perkBetterBarterRank24Desc,progression,Perk,,,Merchant IV
perkBetterBarterRank24LongDesc,progression,Perk,,,"Merchant IV. 3%, sell prices +14.3%. Trader Stage +24."
perkBetterBarterRank25Desc,progression,Perk,,,Merchant V
perkBetterBarterRank25LongDesc,progression,Perk,,,"Merchant V. 7%, sell prices +14.7%. Trader Stage +25."
perkBetterBarterRank26Desc,progression,Perk,,,Merchant VI
perkBetterBarterRank26LongDesc,progression,Perk,,,"Merchant VI. 1%, sell prices +15.1%. Trader Stage +26."
perkBetterBarterRank27Desc,progression,Perk,,,Merchant VII
perkBetterBarterRank27LongDesc,progression,Perk,,,"Merchant VII. 5%, sell prices +15.5%. Trader Stage +27."
perkBetterBarterRank28Desc,progression,Perk,,,Merchant VIII
perkBetterBarterRank28LongDesc,progression,Perk,,,"Merchant VIII. 9%, sell prices +15.9%. Trader Stage +28."
perkBetterBarterRank29Desc,progression,Perk,,,Merchant IX
perkBetterBarterRank29LongDesc,progression,Perk,,,"Merchant IX. 3%, sell prices +16.3%. Trader Stage +29."
perkBetterBarterRank30Desc,progression,Perk,,,Merchant X
perkBetterBarterRank30LongDesc,progression,Perk,,,"Merchant X. 7%, sell prices +16.7%. Trader Stage +30."
perkBetterBarterRank31Desc,progression,Perk,,,Deal Architect I
perkBetterBarterRank31LongDesc,progression,Perk,,,"Deal Architect I. 1%, sell prices +17.1%. Trader Stage +31."
perkBetterBarterRank32Desc,progression,Perk,,,Deal Architect II
perkBetterBarterRank32LongDesc,progression,Perk,,,"Deal Architect II. 5%, sell prices +17.5%. Trader Stage +32."
perkBetterBarterRank33Desc,progression,Perk,,,Deal Architect III
perkBetterBarterRank33LongDesc,progression,Perk,,,"Deal Architect III. 9%, sell prices +17.9%. Trader Stage +33."
perkBetterBarterRank34Desc,progression,Perk,,,Deal Architect IV
perkBetterBarterRank34LongDesc,progression,Perk,,,"Deal Architect IV. 3%, sell prices +18.3%. Trader Stage +34."
perkBetterBarterRank35Desc,progression,Perk,,,Deal Architect V
perkBetterBarterRank35LongDesc,progression,Perk,,,"Deal Architect V. 7%, sell prices +18.7%. Trader Stage +35."
perkBetterBarterRank36Desc,progression,Perk,,,Deal Architect VI
perkBetterBarterRank36LongDesc,progression,Perk,,,"Deal Architect VI. 3%, sell prices +19.3%. Trader Stage +36."
perkBetterBarterRank37Desc,progression,Perk,,,Deal Architect VII
perkBetterBarterRank37LongDesc,progression,Perk,,,"Deal Architect VII. 7%, sell prices +19.7%. Trader Stage +37."
perkBetterBarterRank38Desc,progression,Perk,,,Deal Architect VIII
perkBetterBarterRank38LongDesc,progression,Perk,,,"Deal Architect VIII. 1%, sell prices +20.1%. Trader Stage +38."
perkBetterBarterRank39Desc,progression,Perk,,,Deal Architect IX
perkBetterBarterRank39LongDesc,progression,Perk,,,"Deal Architect IX. 5%, sell prices +20.5%. Trader Stage +39."
perkBetterBarterRank40Desc,progression,Perk,,,Deal Architect X
perkBetterBarterRank40LongDesc,progression,Perk,,,"Deal Architect X. 9%, sell prices +20.9%. Trader Stage +40."
perkBetterBarterRank41Desc,progression,Perk,,,Market Tycoon I
perkBetterBarterRank41LongDesc,progression,Perk,,,"Market Tycoon I. 3%, sell prices +21.3%. Trader Stage +41."
perkBetterBarterRank42Desc,progression,Perk,,,Market Tycoon II
perkBetterBarterRank42LongDesc,progression,Perk,,,"Market Tycoon II. 7%, sell prices +21.7%. Trader Stage +42."
perkBetterBarterRank43Desc,progression,Perk,,,Market Tycoon III
perkBetterBarterRank43LongDesc,progression,Perk,,,"Market Tycoon III. 1%, sell prices +22.1%. Trader Stage +43."
perkBetterBarterRank44Desc,progression,Perk,,,Market Tycoon IV
perkBetterBarterRank44LongDesc,progression,Perk,,,"Market Tycoon IV. 6%, sell prices +22.6%. Trader Stage +44."
perkBetterBarterRank45Desc,progression,Perk,,,Market Tycoon V
perkBetterBarterRank45LongDesc,progression,Perk,,,"Market Tycoon V. 0%, sell prices +23.0%. Trader Stage +45."
perkBetterBarterRank46Desc,progression,Perk,,,Market Tycoon VI
perkBetterBarterRank46LongDesc,progression,Perk,,,"Market Tycoon VI. 4%, sell prices +23.4%. Trader Stage +46."
perkBetterBarterRank47Desc,progression,Perk,,,Market Tycoon VII
perkBetterBarterRank47LongDesc,progression,Perk,,,"Market Tycoon VII. 8%, sell prices +23.8%. Trader Stage +47."
perkBetterBarterRank48Desc,progression,Perk,,,Market Tycoon VIII
perkBetterBarterRank48LongDesc,progression,Perk,,,"Market Tycoon VIII. 2%, sell prices +24.2%. Trader Stage +48."
perkBetterBarterRank49Desc,progression,Perk,,,Market Tycoon IX
perkBetterBarterRank49LongDesc,progression,Perk,,,"Market Tycoon IX. 6%, sell prices +24.6%. Trader Stage +49."
perkBetterBarterRank50Desc,progression,Perk,,,Market Tycoon X
perkBetterBarterRank50LongDesc,progression,Perk,,,"Market Tycoon X. 0%, sell prices +25.0%. Trader Stage +50. Unlocks top-tier trader inventory access and the strongest barter edge."
perkBoomstickRank1Desc,progression,Perk,,,Scattergunner I
perkBoomstickRank1LongDesc,progression,Perk,,,"Scattergunner I. Shotguns: block damage +1%, entity damage +1%, reload +1.0%, rate of fire +1%. Weapons degrade 1% slower per shot (if durability is enabled). Find chance: shotguns +2.0%, shells +2.0%. Shotgun Messiah books +2.0% until complete. Stun: no special stun bonus."
perkBoomstickRank2Desc,progression,Perk,,,Scattergunner II
perkBoomstickRank2LongDesc,progression,Perk,,,"Scattergunner II. Shotguns: block damage +3%, entity damage +2%, reload +1.6%, rate of fire +2%. Weapons degrade 2% slower per shot (if durability is enabled). Find chance: shotguns +2.2%, shells +2.2%. Shotgun Messiah books +2.2% until complete. Strength synergy: headshot +10%, dismember +5%. Stun: no special stun bonus."
perkBoomstickRank3Desc,progression,Perk,,,Scattergunner III
perkBoomstickRank3LongDesc,progression,Perk,,,"Scattergunner III. Shotguns: block damage +5%, entity damage +3%, reload +2.2%, rate of fire +3%. Weapons degrade 3% slower per shot (if durability is enabled). Find chance: shotguns +2.3%, shells +2.3%. Shotgun Messiah books +2.3% until complete. Strength synergy: headshot +12%, dismember +6%. Stun: no special stun bonus."
perkBoomstickRank4Desc,progression,Perk,,,Scattergunner IV
perkBoomstickRank4LongDesc,progression,Perk,,,"Scattergunner IV. Shotguns: block damage +7%, entity damage +4%, reload +2.8%, rate of fire +4%. Weapons degrade 4% slower per shot (if durability is enabled). Find chance: shotguns +2.5%, shells +2.5%. Shotgun Messiah books +2.5% until complete. Strength synergy: headshot +14%, dismember +7%. Stun: no special stun bonus."
perkBoomstickRank5Desc,progression,Perk,,,Scattergunner V
perkBoomstickRank5LongDesc,progression,Perk,,,"Scattergunner V. Shotguns: block damage +9%, entity damage +5%, reload +3.4%, rate of fire +5%. Weapons degrade 5% slower per shot (if durability is enabled). Find chance: shotguns +2.6%, shells +2.6%. Shotgun Messiah books +2.6% until complete. Strength synergy: headshot +16%, dismember +8%. Stun: no special stun bonus."
perkBoomstickRank6Desc,progression,Perk,,,Scattergunner VI
perkBoomstickRank6LongDesc,progression,Perk,,,"Scattergunner VI. Shotguns: block damage +11%, entity damage +6%, reload +4.0%, rate of fire +6%. Weapons degrade 6% slower per shot (if durability is enabled). Find chance: shotguns +2.8%, shells +2.8%. Shotgun Messiah books +2.8% until complete. Strength synergy: headshot +18%, dismember +8%. Stun: no special stun bonus."
perkBoomstickRank7Desc,progression,Perk,,,Scattergunner VII
perkBoomstickRank7LongDesc,progression,Perk,,,"Scattergunner VII. Shotguns: block damage +13%, entity damage +7%, reload +4.6%, rate of fire +7%. Weapons degrade 7% slower per shot (if durability is enabled). Find chance: shotguns +2.9%, shells +2.9%. Shotgun Messiah books +2.9% until complete. Strength synergy: headshot +19%, dismember +9%. Stun: no special stun bonus."
perkBoomstickRank8Desc,progression,Perk,,,Scattergunner VIII
perkBoomstickRank8LongDesc,progression,Perk,,,"Scattergunner VIII. Shotguns: block damage +15%, entity damage +8%, reload +5.1%, rate of fire +8%. Weapons degrade 8% slower per shot (if durability is enabled). Find chance: shotguns +3.1%, shells +3.1%. Shotgun Messiah books +3.1% until complete. Strength synergy: headshot +21%, dismember +10%. Stun: no special stun bonus."
perkBoomstickRank9Desc,progression,Perk,,,Scattergunner IX
perkBoomstickRank9LongDesc,progression,Perk,,,"Scattergunner IX. Shotguns: block damage +17%, entity damage +9%, reload +5.7%, rate of fire +9%. Weapons degrade 9% slower per shot (if durability is enabled). Find chance: shotguns +3.3%, shells +3.3%. Shotgun Messiah books +3.3% until complete. Strength synergy: headshot +23%, dismember +11%. Stun: no special stun bonus."
perkBoomstickRank10Desc,progression,Perk,,,Scattergunner X
perkBoomstickRank10LongDesc,progression,Perk,,,"Scattergunner X. Shotguns: block damage +19%, entity damage +10%, reload +6.3%, rate of fire +10%. Weapons degrade 10% slower per shot (if durability is enabled). Find chance: shotguns +3.4%, shells +3.4%. Shotgun Messiah books +3.4% until complete. Strength synergy: headshot +25%, dismember +12%. Stun: Stun II on hit."
perkBoomstickRank11Desc,progression,Perk,,,Trench Gunner I
perkBoomstickRank11LongDesc,progression,Perk,,,"Trench Gunner I. Shotguns: block damage +21%, entity damage +11%, reload +6.9%, rate of fire +11%. Weapons degrade 11% slower per shot (if durability is enabled). Find chance: shotguns +3.6%, shells +3.6%. Shotgun Messiah books +3.6% until complete. Strength synergy: headshot +27%, dismember +13%. Stun: Stun II on hit."
perkBoomstickRank12Desc,progression,Perk,,,Trench Gunner II
perkBoomstickRank12LongDesc,progression,Perk,,,"Trench Gunner II. Shotguns: block damage +23%, entity damage +12%, reload +7.5%, rate of fire +12%. Weapons degrade 12% slower per shot (if durability is enabled). Find chance: shotguns +3.8%, shells +3.8%. Shotgun Messiah books +3.8% until complete. Strength synergy: headshot +29%, dismember +14%. Stun: Stun II on hit."
perkBoomstickRank13Desc,progression,Perk,,,Trench Gunner III
perkBoomstickRank13LongDesc,progression,Perk,,,"Trench Gunner III. Shotguns: block damage +25%, entity damage +13%, reload +8.1%, rate of fire +13%. Weapons degrade 13% slower per shot (if durability is enabled). Find chance: shotguns +3.9%, shells +3.9%. Shotgun Messiah books +3.9% until complete. Strength synergy: headshot +31%, dismember +15%. Stun: Stun II on hit."
perkBoomstickRank14Desc,progression,Perk,,,Trench Gunner IV
perkBoomstickRank14LongDesc,progression,Perk,,,"Trench Gunner IV. Shotguns: block damage +27%, entity damage +14%, reload +8.7%, rate of fire +14%. Weapons degrade 14% slower per shot (if durability is enabled). Find chance: shotguns +4.1%, shells +4.1%. Shotgun Messiah books +4.1% until complete. Strength synergy: headshot +33%, dismember +16%. Stun: Stun II on hit."
perkBoomstickRank15Desc,progression,Perk,,,Trench Gunner V
perkBoomstickRank15LongDesc,progression,Perk,,,"Trench Gunner V. Shotguns: block damage +29%, entity damage +15%, reload +9.3%, rate of fire +15%. Weapons degrade 15% slower per shot (if durability is enabled). Find chance: shotguns +4.2%, shells +4.2%. Shotgun Messiah books +4.2% until complete. Strength synergy: headshot +35%, dismember +17%. Stun: Stun II on hit."
perkBoomstickRank16Desc,progression,Perk,,,Trench Gunner VI
perkBoomstickRank16LongDesc,progression,Perk,,,"Trench Gunner VI. Shotguns: block damage +31%, entity damage +16%, reload +9.9%, rate of fire +16%. Weapons degrade 16% slower per shot (if durability is enabled). Find chance: shotguns +4.4%, shells +4.4%. Shotgun Messiah books +4.4% until complete. Strength synergy: headshot +37%, dismember +18%. Stun: Stun II on hit."
perkBoomstickRank17Desc,progression,Perk,,,Trench Gunner VII
perkBoomstickRank17LongDesc,progression,Perk,,,"Trench Gunner VII. Shotguns: block damage +33%, entity damage +17%, reload +10.5%, rate of fire +17%. Weapons degrade 17% slower per shot (if durability is enabled). Find chance: shotguns +4.6%, shells +4.6%. Shotgun Messiah books +4.6% until complete. Strength synergy: headshot +39%, dismember +19%. Stun: Stun II on hit."
perkBoomstickRank18Desc,progression,Perk,,,Trench Gunner VIII
perkBoomstickRank18LongDesc,progression,Perk,,,"Trench Gunner VIII. Shotguns: block damage +35%, entity damage +18%, reload +11.0%, rate of fire +18%. Weapons degrade 18% slower per shot (if durability is enabled). Find chance: shotguns +4.7%, shells +4.7%. Shotgun Messiah books +4.7% until complete. Strength synergy: headshot +41%, dismember +20%. Stun: Stun II on hit."
perkBoomstickRank19Desc,progression,Perk,,,Trench Gunner IX
perkBoomstickRank19LongDesc,progression,Perk,,,"Trench Gunner IX. Shotguns: block damage +37%, entity damage +19%, reload +11.6%, rate of fire +19%. Weapons degrade 19% slower per shot (if durability is enabled). Find chance: shotguns +4.9%, shells +4.9%. Shotgun Messiah books +4.9% until complete. Strength synergy: headshot +43%, dismember +21%. Stun: Stun II on hit."
perkBoomstickRank20Desc,progression,Perk,,,Trench Gunner X
perkBoomstickRank20LongDesc,progression,Perk,,,"Trench Gunner X. Shotguns: block damage +39%, entity damage +20%, reload +12.2%, rate of fire +20%. Weapons degrade 20% slower per shot (if durability is enabled). Find chance: shotguns +5.1%, shells +5.1%. Shotgun Messiah books +5.1% until complete. Strength synergy: headshot +45%, dismember +22%. Stun: Stun II on hit."
perkBoomstickRank21Desc,progression,Perk,,,Breacher I
perkBoomstickRank21LongDesc,progression,Perk,,,"Breacher I. Shotguns: block damage +41%, entity damage +21%, reload +12.8%, rate of fire +21%. Weapons degrade 21% slower per shot (if durability is enabled). Find chance: shotguns +5.2%, shells +5.2%. Shotgun Messiah books +5.2% until complete. Strength synergy: headshot +47%, dismember +23%. Stun: no special stun bonus."
perkBoomstickRank22Desc,progression,Perk,,,Breacher II
perkBoomstickRank22LongDesc,progression,Perk,,,"Breacher II. Shotguns: block damage +43%, entity damage +22%, reload +13.4%, rate of fire +22%. Weapons degrade 22% slower per shot (if durability is enabled). Find chance: shotguns +5.4%, shells +5.4%. Shotgun Messiah books +5.4% until complete. Strength synergy: headshot +49%, dismember +24%. Stun: no special stun bonus."
perkBoomstickRank23Desc,progression,Perk,,,Breacher III
perkBoomstickRank23LongDesc,progression,Perk,,,"Breacher III. Shotguns: block damage +45%, entity damage +23%, reload +14.0%, rate of fire +23%. Weapons degrade 23% slower per shot (if durability is enabled). Find chance: shotguns +5.6%, shells +5.6%. Shotgun Messiah books +5.6% until complete. Strength synergy: headshot +51%, dismember +25%. Stun: no special stun bonus."
perkBoomstickRank24Desc,progression,Perk,,,Breacher IV
perkBoomstickRank24LongDesc,progression,Perk,,,"Breacher IV. Shotguns: block damage +47%, entity damage +24%, reload +14.6%, rate of fire +24%. Weapons degrade 24% slower per shot (if durability is enabled). Find chance: shotguns +5.7%, shells +5.7%. Shotgun Messiah books +5.7% until complete. Strength synergy: headshot +53%, dismember +26%. Stun: no special stun bonus."
